language,sent_id,N,L,d_real,d_min,d_rand,omega
French,n01136006,22,21,3.2338,1.9091,4.7931,0.5407
French,n01136010,45,44,4.9778,1.9556,7.2431,0.4284
French,n01137003,32,31,3.8085,1.9375,5.919,0.5301
French,n01137010,16,15,2.6667,1.875,3.9925,0.6261
French,n01138007,24,23,3.5942,1.9167,5.0473,0.4642
French,n01138017,23,22,3.1779,1.913,4.9058,0.5774
French,n01138026,14,13,2.8132,1.8571,3.6209,0.458
French,n01139006,27,26,3.6068,1.9259,5.4149,0.5182
French,n01139016,22,21,3.4589,1.9091,4.7351,0.4516
French,n01139027,14,13,2.9011,1.8571,3.629,0.4108
French,n01140012,16,15,2.95,1.875,3.9659,0.4859
French,n01141002,38,37,4.8393,1.9474,6.5981,0.3782
French,n01141007,28,27,3.6455,1.9286,5.4996,0.5192
French,n01141020,32,31,4.3669,1.9375,5.9274,0.3911
French,n01141022,29,28,4.734,1.931,5.6308,0.2424
French,n01142007,29,28,3.6847,1.931,5.641,0.5273
French,n01142008,21,20,3.1524,1.9048,4.7064,0.5547
French,n01143003,22,21,3.1905,1.9091,4.7578,0.5502
French,n01143009,43,42,4.5028,1.9535,7.1765,0.5119
French,n01144021,23,22,4.087,1.913,4.9585,0.2862
French,n01144023,24,23,3.692,1.9167,5.0784,0.4385
French,n01144038,25,24,3.2467,1.92,5.143,0.5884
French,n01144041,13,12,2.5897,1.8462,3.4871,0.5468
French,n01145008,16,15,2.3917,1.875,3.956,0.7517
French,n01145012,18,17,3.3529,1.8889,4.2521,0.3805
French,n01145015,33,32,4.6402,1.9394,6.1445,0.3578
French,n01145028,16,15,3.2583,1.875,3.9533,0.3344
French,n01145034,19,18,3.3918,1.8947,4.412,0.4053
French,n01146046,21,20,3.4381,1.9048,4.6484,0.4411
French,n01147026,13,12,2.8974,1.8462,3.5014,0.3649
French,n01147085,13,12,2.7949,1.8462,3.5004,0.4265
French,n01147087,21,20,3.7238,1.9048,4.6784,0.3442
French,n01148029,29,28,4.3941,1.931,5.6912,0.345
French,n01148035,16,15,2.5167,1.875,3.9417,0.6895
French,n01149002,31,30,4.628,1.9355,5.8026,0.3037
French,n01149010,10,9,2.4,1.8,2.9807,0.4918
French,n01149027,17,16,2.8529,1.8824,4.1027,0.5629
French,n01150007,30,29,4.1264,1.9333,5.7722,0.4287
French,n01150031,16,15,2.7583,1.875,3.9605,0.5764
French,n01150042,22,21,3.619,1.9091,4.7979,0.4081
French,n01150051,25,24,3.5933,1.92,5.1722,0.4855
French,w01001049,31,30,4.1204,1.9355,5.8926,0.4478
French,w01002008,34,33,4.123,1.9412,6.1315,0.4793
French,w01002013,21,20,3.7524,1.9048,4.6682,0.3314
French,w01002075,12,11,2.7424,1.8333,3.3355,0.3948
French,w01003051,21,20,3.4095,1.9048,4.6586,0.4536
French,w01003056,17,16,3.1176,1.8824,4.1126,0.4461
French,w01003062,21,20,3.9143,1.9048,4.6369,0.2645
French,w01004051,42,41,4.7015,1.9524,6.964,0.4514
French,w01005020,20,19,3.8211,1.9,4.5227,0.2675
French,w01005021,14,13,3.0,1.8571,3.6231,0.3528
French,w01005022,34,33,3.9162,1.9412,6.1095,0.5262
French,w01005023,13,12,2.7692,1.8462,3.4997,0.4418
French,w01005024,18,17,3.6144,1.8889,4.2185,0.2593
French,w01006027,21,20,3.2286,1.9048,4.6922,0.5251
French,w01006081,18,17,3.3137,1.8889,4.2625,0.3997
French,w01007004,22,21,3.632,1.9091,4.7599,0.3956
French,w01007035,26,25,3.9415,1.9231,5.2217,0.3881
French,w01007070,19,18,3.4854,1.8947,4.3758,0.3589
French,w01007087,17,16,3.6324,1.8824,4.0433,0.1902
French,w01008043,32,31,4.1492,1.9375,5.9817,0.4531
French,w01009010,18,17,3.3268,1.8889,4.2488,0.3907
French,w01009017,40,39,4.3423,1.95,6.7947,0.5062
French,w01009027,20,19,3.2316,1.9,4.5486,0.4973
French,w01010044,32,31,3.5242,1.9375,5.9478,0.6043
French,w01010045,37,36,4.048,1.9459,6.5511,0.5435
French,w01010046,24,23,3.8768,1.9167,5.0408,0.3726
French,w01010047,14,13,2.8901,1.8571,3.6555,0.4256
French,w01010048,19,18,3.4854,1.8947,4.3811,0.3602
French,w01012052,21,20,3.5905,1.9048,4.7105,0.3992
French,w01013083,43,42,4.0576,1.9535,6.9698,0.5806
French,w01013096,26,25,3.5108,1.9231,5.2569,0.5238
French,w01013102,40,39,4.2154,1.95,6.78,0.531
French,w01014002,23,22,3.4862,1.913,4.8342,0.4615
French,w01016028,27,26,3.9943,1.9259,5.356,0.397
French,w01016034,24,23,3.8007,1.9167,4.983,0.3856
French,w01016070,21,20,3.2,1.9048,4.647,0.5277
French,w01017004,40,39,5.2346,1.95,6.7407,0.3144
French,w01017046,38,37,3.798,1.9474,6.6257,0.6044
French,w01018019,36,35,4.3349,1.9444,6.4092,0.4646
French,w01018029,27,26,3.6524,1.9259,5.3821,0.5005
French,w01018101,52,51,6.1637,1.9615,7.9062,0.2931
French,w01019014,25,24,4.1533,1.92,5.1537,0.3093
French,w01019073,12,11,2.7121,1.8333,3.3276,0.4119
French,w01020016,23,22,3.3123,1.913,4.8683,0.5265
French,w01020017,47,46,5.0416,1.9574,7.3203,0.4249
French,w01020018,30,29,4.646,1.9333,5.6705,0.2741
French,w01020019,26,25,3.4185,1.9231,5.2515,0.5507
French,w01020020,25,24,3.42,1.92,5.1867,0.5408
French,w01022033,28,27,3.6614,1.9286,5.5539,0.522
French,w01022055,13,12,3.0,1.8462,3.5074,0.3054
French,w01022092,14,13,2.7802,1.8571,3.6127,0.4742
French,w01023074,33,32,4.0833,1.9394,6.1258,0.4879
French,w01023120,20,19,3.2895,1.9,4.6235,0.4898
French,w01025083,40,39,4.5372,1.95,6.6541,0.45
French,w01025084,25,24,3.6733,1.92,5.1528,0.4576
French,w01025085,41,40,4.4927,1.9512,6.8385,0.48
French,w01025086,32,31,3.7298,1.9375,6.0502,0.5642
French,w01025087,12,11,2.7121,1.8333,3.3079,0.404
French,w01026024,20,19,3.8684,1.9,4.4903,0.2401
French,w01026037,47,46,5.0009,1.9574,7.4819,0.4491
French,w01027007,16,15,2.6917,1.875,3.9347,0.6035
French,w01027015,23,22,3.502,1.913,4.8937,0.4669
French,w01027035,18,17,3.2745,1.8889,4.2763,0.4196
French,w01028004,15,14,3.0095,1.8667,3.8122,0.4126
French,w01028050,26,25,4.2923,1.9231,5.2947,0.2973
French,w01028069,24,23,4.0761,1.9167,5.0344,0.3074
French,w01029015,21,20,3.4,1.9048,4.6207,0.4495
French,w01029049,15,14,2.9143,1.8667,3.7804,0.4526
French,w01029083,32,31,4.127,1.9375,5.8931,0.4465
French,w01030092,21,20,3.4095,1.9048,4.6087,0.4435
French,w01030093,49,48,4.8163,1.9592,7.6788,0.5005
French,w01030094,17,16,3.3235,1.8824,4.1352,0.3603
French,w01030095,21,20,3.8571,1.9048,4.6424,0.2868
French,w01030096,57,56,4.9236,1.9649,8.2351,0.5281
French,w01031003,14,13,3.1099,1.8571,3.6876,0.3156
French,w01031015,35,34,3.9697,1.9429,6.2469,0.5291
French,w01031034,9,8,2.0556,1.7778,2.7708,0.7203
French,w01032139,15,14,2.8762,1.8667,3.7794,0.4722
French,w01033022,10,9,2.4889,1.8,2.931,0.3909
French,w01033025,9,8,2.1111,1.7778,2.7511,0.6575
French,w01033061,12,11,2.7727,1.8333,3.3446,0.3784
French,w01033067,24,23,3.4638,1.9167,5.0123,0.5002
French,w01034023,26,25,3.7969,1.9231,5.3021,0.4454
French,w01035079,38,37,4.2632,1.9474,6.751,0.5179
French,w01035080,27,26,3.8291,1.9259,5.436,0.4578
French,w01035081,15,14,3.2762,1.8667,3.7974,0.27
French,w01035082,54,53,5.0818,1.963,8.0593,0.4884
French,w01035083,15,14,2.9905,1.8667,3.7832,0.4136
French,w01036044,17,16,3.2353,1.8824,4.1148,0.394
French,w01036077,10,9,2.4444,1.8,2.9706,0.4495
French,w01037024,26,25,3.76,1.9231,5.2771,0.4523
French,w01037080,23,22,3.8498,1.913,4.9191,0.3557
French,w01038009,17,16,3.0441,1.8824,4.0835,0.4722
French,w01038016,20,19,3.8737,1.9,4.4996,0.2408
French,w01038022,22,21,3.2381,1.9091,4.7782,0.5368
French,w01038044,20,19,3.1211,1.9,4.4781,0.5264
French,w01039032,21,20,3.7619,1.9048,4.593,0.3092
French,w01039058,29,28,4.2808,1.931,5.5946,0.3586
French,w01039065,24,23,3.4638,1.9167,5.0159,0.5008
French,w01040100,31,30,4.2022,1.9355,5.8184,0.4162
French,w01040101,30,29,3.8483,1.9333,5.709,0.4928
French,w01040102,27,26,4.1937,1.9259,5.3431,0.3364
French,w01040103,16,15,2.9083,1.875,3.9246,0.4958
French,w01040104,30,29,4.0621,1.9333,5.7299,0.4393
French,w01041046,22,21,3.2078,1.9091,4.7766,0.5471
French,w01042055,20,19,3.0947,1.9,4.5355,0.5467
French,w01043027,26,25,4.0246,1.9231,5.3046,0.3785
French,w01043065,23,22,3.668,1.913,4.8837,0.4092
French,w01044010,31,30,3.6344,1.9355,5.8592,0.567
French,w01045002,30,29,4.4552,1.9333,5.7105,0.3323
French,w01045003,53,52,4.5646,1.9623,8.0093,0.5697
French,w01045004,12,11,2.6515,1.8333,3.3224,0.4505
French,w01045005,65,64,5.2308,1.9692,8.9211,0.5308
French,w01045006,38,37,5.0868,1.9474,6.6104,0.3267
French,w01046011,21,20,3.4762,1.9048,4.677,0.4332
French,w01046056,19,18,2.6667,1.8947,4.4509,0.698
French,w01047008,22,21,3.9784,1.9091,4.818,0.2887
French,w01047071,21,20,3.2286,1.9048,4.7007,0.5265
French,w01047094,41,40,4.3634,1.9512,6.843,0.5069
French,w01047104,30,29,3.9931,1.9333,5.7442,0.4595
French,w01048027,28,27,3.7593,1.9286,5.5232,0.4907
French,w01048090,27,26,3.6296,1.9259,5.4367,0.5147
French,w01049051,23,22,3.2411,1.913,4.9082,0.5566
French,w01049066,23,22,3.2727,1.913,4.843,0.5359
French,w01049082,30,29,4.2828,1.9333,5.732,0.3815
French,w01050067,23,22,4.0791,1.913,4.8923,0.273
French,w01050068,15,14,2.8571,1.8667,3.8144,0.4915
French,w01050069,23,22,3.8261,1.913,4.9314,0.3662
French,w01050070,51,50,4.3733,1.9608,7.7893,0.5861
French,w01050071,20,19,3.6842,1.9,4.5184,0.3186
French,w01051032,16,15,3.025,1.875,3.9572,0.4477
French,w01051080,35,34,4.6689,1.9429,6.212,0.3615
French,w01052022,18,17,3.4444,1.8889,4.2581,0.3434
French,w01052038,39,38,4.3833,1.9487,6.6461,0.4817
French,w01052046,21,20,3.3333,1.9048,4.6594,0.4814
French,w01053015,20,19,3.6053,1.9,4.5718,0.3618
French,w01053031,23,22,3.2885,1.913,4.9289,0.5439
French,w01053045,21,20,3.3048,1.9048,4.6074,0.482
French,w01053062,32,31,4.0101,1.9375,5.9622,0.485
French,w01053067,39,38,5.1525,1.9487,6.6188,0.314
French,w01054107,18,17,2.8039,1.8889,4.2005,0.6042
French,w01056103,45,44,4.3758,1.9556,7.1917,0.5378
French,w01057006,10,9,2.5778,1.8,3.0,0.3519
French,w01057016,20,19,3.2211,1.9,4.542,0.5
French,w01057041,31,30,3.3376,1.9355,5.817,0.6388
French,w01058009,14,13,2.7143,1.8571,3.6298,0.5165
French,w01058013,13,12,2.5128,1.8462,3.4695,0.5893
French,w01060037,17,16,3.0588,1.8824,4.084,0.4657
French,w01060038,36,35,4.4889,1.9444,6.3852,0.427
French,w01060039,28,27,4.3598,1.9286,5.5011,0.3195
French,w01060040,23,22,3.0356,1.913,4.893,0.6233
French,w01060041,36,35,4.6175,1.9444,6.3905,0.3988
French,w01061050,29,28,3.8227,1.931,5.655,0.492
French,w01062037,23,22,3.5257,1.913,4.9164,0.463
French,w01062063,42,41,4.9315,1.9524,6.9904,0.4087
French,w01063048,23,22,3.4625,1.913,4.9482,0.4895
French,w01064034,13,12,2.5897,1.8462,3.4722,0.5427
French,w01065018,56,55,5.6435,1.9643,8.1541,0.4056
French,w01065019,38,37,3.8819,1.9474,6.5814,0.5825
French,w01065020,24,23,3.7681,1.9167,5.0967,0.4178
French,w01065021,27,26,3.9202,1.9259,5.3203,0.4125
French,w01065022,33,32,4.6136,1.9394,6.0805,0.3542
French,w01066003,34,33,4.1105,1.9412,6.1546,0.4851
French,w01066006,23,22,3.5968,1.913,5.0096,0.4562
French,w01066008,31,30,4.3613,1.9355,5.9043,0.3888
French,w01066040,30,29,4.4506,1.9333,5.7975,0.3486
French,w01067032,30,29,4.3149,1.9333,5.7556,0.3769
French,w01067059,20,19,3.7,1.9,4.4897,0.3049
French,w01067103,19,18,3.3684,1.8947,4.3676,0.4041
French,w01068027,34,33,4.7398,1.9412,6.1782,0.3395
French,w01068056,7,6,1.9048,1.7143,2.3743,0.7114
French,w01069007,20,19,3.6158,1.9,4.5009,0.3403
French,w01069040,19,18,3.5322,1.8947,4.4024,0.347
French,w01069056,31,30,4.1161,1.9355,5.8111,0.4373
French,w01069094,24,23,4.3514,1.9167,5.0343,0.219
French,w01070031,33,32,4.3144,1.9394,6.1222,0.4322
French,w01070032,17,16,3.3088,1.8824,4.1299,0.3653
French,w01070033,25,24,3.6133,1.92,5.1048,0.4683
French,w01070034,22,21,3.4329,1.9091,4.8211,0.4767
French,w01070035,9,8,2.3889,1.7778,2.7561,0.3754
French,w01071036,8,7,2.2143,1.75,2.5766,0.4383
French,w01071043,14,13,2.6703,1.8571,3.6532,0.5472
French,w01072002,43,42,4.4208,1.9535,7.0337,0.5143
French,w01072046,14,13,2.7253,1.8571,3.6532,0.5166
French,w01072065,20,19,2.9789,1.9,4.4254,0.5728
French,w01072079,17,16,3.0588,1.8824,4.0963,0.4686
French,w01073007,25,24,3.5667,1.92,5.2488,0.5053
French,w01073042,30,29,4.0,1.9333,5.8249,0.4689
French,w01073054,18,17,3.4771,1.8889,4.2169,0.3178
French,w01073067,20,19,3.1421,1.9,4.6002,0.54
French,w01073075,11,10,2.4,1.8182,3.1331,0.5575
French,w01074088,28,27,3.9974,1.9286,5.5287,0.4254
French,w01075036,34,33,4.4742,1.9412,6.1851,0.4032
French,w01075037,55,54,5.2862,1.9636,8.0545,0.4545
French,w01075038,35,34,4.2992,1.9429,6.2447,0.4523
French,w01075039,45,44,4.5455,1.9556,7.2233,0.5083
French,w01075040,18,17,3.3137,1.8889,4.2529,0.3973
French,w01076039,18,17,3.5294,1.8889,4.2088,0.2929
French,w01076054,40,39,4.7872,1.95,6.7001,0.4027
French,w01078013,24,23,3.5435,1.9167,5.0282,0.4772
French,w01079038,14,13,2.8022,1.8571,3.6598,0.4758
French,w01079049,21,20,3.3048,1.9048,4.6484,0.4897
French,w01079057,31,30,3.9269,1.9355,5.7975,0.4844
French,w01079077,32,31,3.869,1.9375,6.0682,0.5324
French,w01080128,15,14,3.3143,1.8667,3.8123,0.256
French,w01080129,9,8,2.2778,1.7778,2.7681,0.4951
French,w01080130,20,19,2.9579,1.9,4.4912,0.5917
French,w01080131,47,46,4.5809,1.9574,7.4824,0.5252
French,w01080132,28,27,3.6905,1.9286,5.5381,0.5119
French,w01081030,8,7,2.1071,1.75,2.5482,0.5526
French,w01082055,23,22,3.336,1.913,4.8928,0.5225
French,w01083007,18,17,3.2288,1.8889,4.2643,0.436
French,w01083021,30,29,4.2322,1.9333,5.7684,0.4006
French,w01084085,11,10,2.4727,1.8182,3.1645,0.5138
French,w01084102,31,30,3.7806,1.9355,5.821,0.5251
French,w01085004,8,7,2.1071,1.75,2.55,0.5536
French,w01085005,23,22,3.1146,1.913,4.9255,0.6011
French,w01085006,33,32,4.4583,1.9394,6.2143,0.4108
French,w01085007,13,12,2.359,1.8462,3.4477,0.6798
French,w01085008,27,26,3.6125,1.9259,5.4353,0.5194
French,w01086012,15,14,3.1238,1.8667,3.7741,0.3409
French,w01086037,13,12,2.7436,1.8462,3.4724,0.4482
French,w01087052,35,34,4.4303,1.9429,6.3079,0.4302
French,w01088099,26,25,3.5385,1.9231,5.3002,0.5217
French,w01089017,24,23,4.0833,1.9167,4.9783,0.2923
French,w01089040,25,24,4.2733,1.92,5.1376,0.2686
French,w01089068,35,34,3.7613,1.9429,6.2726,0.58
French,w01091016,36,35,4.1063,1.9444,6.4051,0.5153
French,w01091045,27,26,3.943,1.9259,5.3127,0.4044
French,w01092019,18,17,3.2614,1.8889,4.267,0.4228
French,w01092032,16,15,3.3333,1.875,3.9277,0.2896
French,w01093028,27,26,3.6239,1.9259,5.3978,0.5109
French,w01094022,28,27,3.3148,1.9286,5.5592,0.6182
French,w01094066,27,26,3.9088,1.9259,5.4201,0.4325
French,w01095089,42,41,4.0453,1.9524,6.9605,0.5821
French,w01095090,14,13,2.9451,1.8571,3.6569,0.3955
French,w01095091,35,34,4.5109,1.9429,6.3703,0.42
French,w01095092,26,25,3.5169,1.9231,5.28,0.5252
French,w01095093,36,35,3.9603,1.9444,6.4133,0.5489
French,w01096013,36,35,4.8794,1.9444,6.369,0.3367
French,w01096055,24,23,3.5507,1.9167,5.0177,0.4731
French,w01096074,24,23,3.2971,1.9167,4.9909,0.551
French,w01097059,15,14,2.9905,1.8667,3.731,0.3972
French,w01097104,27,26,3.7208,1.9259,5.3386,0.4741
French,w01098043,27,26,3.6638,1.9259,5.4388,0.5053
French,w01099012,13,12,3.0513,1.8462,3.4449,0.2462
French,w01099045,25,24,3.26,1.92,5.225,0.5945
French,w01100046,45,44,4.5737,1.9556,7.2664,0.507
French,w01100047,19,18,3.2515,1.8947,4.4041,0.4593
French,w01100048,36,35,4.2127,1.9444,6.3773,0.4883
French,w01100049,38,37,5.1067,1.9474,6.7076,0.3363
French,w01100050,21,20,3.4,1.9048,4.6995,0.465
French,w01101020,26,25,3.9323,1.9231,5.2254,0.3916
French,w01101046,27,26,4.0627,1.9259,5.3885,0.3829
French,w01101084,23,22,3.2727,1.913,4.8144,0.5314
French,w01102020,30,29,4.4,1.9333,5.693,0.3439
French,w01102040,30,29,3.6046,1.9333,5.7147,0.558
French,w01103022,42,41,4.2323,1.9524,6.9369,0.5426
French,w01105053,38,37,3.7383,1.9474,6.4907,0.6058
French,w01105054,45,44,5.004,1.9556,7.3394,0.4338
French,w01105055,52,51,4.9495,1.9615,7.8826,0.4954
French,w01105056,20,19,3.1421,1.9,4.5213,0.5262
French,w01105057,34,33,3.9804,1.9412,6.1792,0.5188
French,w01106021,12,11,2.4697,1.8333,3.2771,0.5592
French,w01106052,26,25,3.8769,1.9231,5.2732,0.4168
French,w01106073,15,14,3.2,1.8667,3.8232,0.3185
French,w01107013,27,26,3.453,1.9259,5.4256,0.5637
French,w01107063,18,17,3.6928,1.8889,4.2774,0.2448
French,w01107124,30,29,4.4046,1.9333,5.7644,0.3549
French,w01108036,22,21,3.5022,1.9091,4.8208,0.4529
French,w01108063,23,22,3.834,1.913,4.9764,0.3729
French,w01109009,13,12,2.641,1.8462,3.4929,0.5173
French,w01109036,15,14,2.5714,1.8667,3.8029,0.636
French,w01109120,17,16,3.0735,1.8824,4.1046,0.464
French,w01111021,19,18,3.3099,1.8947,4.3562,0.4251
French,w01111089,21,20,3.4476,1.9048,4.5658,0.4202
French,w01111093,19,18,3.1579,1.8947,4.3506,0.4857
French,w01112060,16,15,3.2,1.875,3.977,0.3697
French,w01112098,24,23,3.7862,1.9167,5.037,0.4008
French,w01113033,27,26,4.4615,1.9259,5.3138,0.2516
French,w01113046,16,15,2.675,1.875,3.9142,0.6077
French,w01113058,18,17,2.9804,1.8889,4.2697,0.5415
French,w01113074,39,38,5.0256,1.9487,6.6833,0.3501
French,w01114053,25,24,3.86,1.92,5.1528,0.3999
French,w01115022,23,22,3.3676,1.913,4.8541,0.5054
French,w01115023,24,23,3.413,1.9167,4.9661,0.5093
French,w01115024,15,14,2.8381,1.8667,3.7756,0.4911
French,w01115025,35,34,4.0168,1.9429,6.2839,0.5222
French,w01115026,6,5,1.8667,1.6667,2.137,0.5748
French,w01116036,11,10,2.5455,1.8182,3.1575,0.457
French,w01116088,54,53,4.8064,1.963,7.9418,0.5244
French,w01116100,19,18,3.2515,1.8947,4.3519,0.4478
French,w01117009,19,18,3.7661,1.8947,4.3176,0.2276
French,w01117029,16,15,3.1917,1.875,3.9215,0.3566
French,w01117034,30,29,3.8529,1.9333,5.7578,0.4981
French,w01119059,30,29,4.7494,1.9333,5.849,0.2808
French,w01119076,17,16,3.1324,1.8824,4.1084,0.4385
French,w01119100,33,32,3.6515,1.9394,6.0582,0.5843
French,w01121052,34,33,3.9055,1.9412,6.24,0.543
French,w01122031,41,40,4.1659,1.9512,6.9121,0.5536
French,w01122064,34,33,3.9822,1.9412,6.2766,0.5292
French,w01124011,46,45,4.0039,1.9565,7.3938,0.6235
French,w01124049,28,27,3.8254,1.9286,5.5289,0.4732
French,w01125034,39,38,4.7152,1.9487,6.5849,0.4033
French,w01125035,36,35,4.9683,1.9444,6.2903,0.3042
French,w01125036,23,22,3.3755,1.913,4.8548,0.5029
French,w01125037,15,14,3.181,1.8667,3.7655,0.3079
French,w01125038,33,32,4.0795,1.9394,6.0724,0.4822
French,w01127071,15,14,2.8762,1.8667,3.7565,0.4658
French,w01127096,26,25,3.8862,1.9231,5.2835,0.4158
French,w01128053,26,25,3.6462,1.9231,5.3201,0.4928
French,w01128059,17,16,3.0882,1.8824,4.0553,0.445
French,w01129019,9,8,2.2778,1.7778,2.7453,0.4832
French,w01129037,16,15,3.0917,1.875,3.9694,0.4191
French,w01129053,47,46,4.5476,1.9574,7.4333,0.527
French,w01130099,29,28,3.5665,1.931,5.6683,0.5624
French,w01130100,32,31,3.75,1.9375,6.073,0.5617
French,w01130101,29,28,3.6355,1.931,5.7042,0.5483
French,w01130102,35,34,4.195,1.9429,6.2209,0.4736
French,w01130103,23,22,3.5178,1.913,4.8731,0.4579
French,w01131060,14,13,3.022,1.8571,3.6119,0.3362
French,w01131076,32,31,4.2802,1.9375,6.0012,0.4235
French,w01132042,32,31,4.9536,1.9375,5.8843,0.2358
French,w01132056,22,21,3.5325,1.9091,4.7165,0.4218
French,w01132081,46,45,4.5604,1.9565,7.3827,0.5201
French,w01133014,35,34,4.4034,1.9429,6.1768,0.4189
French,w01133016,29,28,3.8128,1.931,5.6699,0.4967
French,w01134009,13,12,2.3846,1.8462,3.4785,0.6701
French,w01134062,37,36,3.9159,1.9459,6.3952,0.5572
French,w01134078,15,14,3.0286,1.8667,3.7877,0.3952
French,w01135034,19,18,3.2515,1.8947,4.3685,0.4516
French,w01135035,32,31,3.5202,1.9375,6.0454,0.6147
French,w01135036,32,31,3.506,1.9375,5.8847,0.6026
French,w01135037,24,23,3.5761,1.9167,5.0161,0.4646
French,w01135038,42,41,3.9048,1.9524,6.8978,0.6052
French,w01136029,17,16,3.0882,1.8824,4.0906,0.4539
French,w01136074,23,22,3.5415,1.913,4.9178,0.458
French,w01137050,27,26,3.8803,1.9259,5.3441,0.4282
French,w01137068,29,28,3.7192,1.931,5.6069,0.5135
French,w01137087,32,31,4.371,1.9375,5.9672,0.3961
French,w01138045,32,31,3.9335,1.9375,5.968,0.5048
French,w01139043,14,13,2.5934,1.8571,3.6387,0.5867
French,w01139090,29,28,4.8128,1.931,5.6952,0.2344
French,w01140030,32,31,5.0282,1.9375,5.8992,0.2198
French,w01140031,38,37,5.4865,1.9474,6.6998,0.2553
French,w01140032,20,19,3.5263,1.9,4.4564,0.3638
French,w01140033,25,24,3.7333,1.92,5.2207,0.4506
French,w01140034,32,31,4.3327,1.9375,6.0624,0.4193
French,w01141025,27,26,3.4587,1.9259,5.4432,0.5642
French,w01141077,21,20,3.1619,1.9048,4.6834,0.5476
French,w01141137,10,9,2.3778,1.8,2.9558,0.5001
French,w01142013,39,38,4.6883,1.9487,6.7655,0.4313
French,w01142031,8,7,2.3929,1.75,2.5782,0.2238
French,w01142063,14,13,2.8022,1.8571,3.6322,0.4676
French,w01143015,28,27,3.3889,1.9286,5.5118,0.5925
French,w01143037,43,42,4.6489,1.9535,7.1067,0.4769
French,w01144031,17,16,2.8088,1.8824,4.1124,0.5845
French,w01144056,35,34,4.8067,1.9429,6.3877,0.3557
French,w01144063,33,32,3.8977,1.9394,6.0637,0.5252
French,w01144084,31,30,4.2323,1.9355,5.8553,0.4141
French,w01144086,19,18,3.4854,1.8947,4.374,0.3584
French,w01146051,28,27,4.1667,1.9286,5.4549,0.3653
French,w01146099,13,12,2.7949,1.8462,3.4572,0.4111
French,w01147010,27,26,3.6239,1.9259,5.4198,0.514
French,w01147018,55,54,5.3549,1.9636,8.0925,0.4467
French,w01147122,18,17,3.1503,1.8889,4.2561,0.4671
French,w01148068,24,23,3.6667,1.9167,5.006,0.4335
French,w01149002,26,25,3.2462,1.9231,5.2599,0.6035
French,w01149077,41,40,4.4244,1.9512,6.8978,0.5
French,w01149088,37,36,4.5255,1.9459,6.5736,0.4426
French,w01150044,16,15,3.0167,1.875,3.9443,0.4483
French,w01150045,30,29,4.0736,1.9333,5.6534,0.4247
French,w01150046,23,22,3.6285,1.913,4.8395,0.4138
French,w01150047,36,35,4.1952,1.9444,6.3714,0.4916
French,w01150048,48,47,4.461,1.9583,7.5749,0.5544
French,n02002007,22,21,3.5541,1.9091,4.7595,0.4229
French,n02004007,24,23,3.6232,1.9167,5.0509,0.4555
French,n02006006,27,26,3.339,1.9259,5.3661,0.5892
French,n02007010,25,24,4.3733,1.92,5.1285,0.2354
French,n02011003,36,35,4.4825,1.9444,6.3847,0.4284
French,n02011018,20,19,3.7632,1.9,4.5033,0.2843
French,n02016006,24,23,3.6739,1.9167,5.0692,0.4426
French,n02017008,19,18,3.4035,1.8947,4.3905,0.3955
French,n02022015,12,11,2.4394,1.8333,3.3039,0.5879
French,n02024008,27,26,3.3789,1.9259,5.431,0.5855
French,n02027007,20,19,3.4263,1.9,4.5598,0.4262
French,n02027019,18,17,3.3072,1.8889,4.3107,0.4144
French,n02027021,53,52,5.8433,1.9623,7.9462,0.3514
French,n02030005,21,20,2.9048,1.9048,4.636,0.6339
French,n02031071,14,13,3.1648,1.8571,3.6021,0.2506
French,n02032022,40,39,4.3692,1.95,6.7944,0.5006
French,n02033063,8,7,2.2143,1.75,2.5638,0.4294
French,n02033113,29,28,4.1133,1.931,5.5709,0.4005
French,n02034018,34,33,3.7701,1.9412,6.1554,0.566
French,n02036018,16,15,3.425,1.875,3.9638,0.2579
French,n02038007,14,13,3.2418,1.8571,3.671,0.2366
French,n02040023,15,14,3.0667,1.8667,3.7803,0.3729
French,n02041014,12,11,2.697,1.8333,3.3004,0.4113
French,n02042005,16,15,3.15,1.875,4.037,0.4103
French,n02042026,32,31,4.1613,1.9375,5.9845,0.4505
French,n02042028,13,12,2.6667,1.8462,3.5342,0.5139
French,n02043008,11,10,2.2182,1.8182,3.156,0.701
French,n02044008,15,14,3.2,1.8667,3.7942,0.3083
French,n02044009,33,32,3.5417,1.9394,5.9937,0.6048
French,n02046037,10,9,2.0667,1.8,2.9494,0.768
French,n02048002,10,9,2.3333,1.8,2.9652,0.5423
French,n02050052,15,14,3.219,1.8667,3.7845,0.2948
French,n02052023,21,20,3.2286,1.9048,4.6038,0.5095
French,n02056019,16,15,2.8917,1.875,3.8943,0.4965
French,n02058056,30,29,3.577,1.9333,5.7313,0.5672
